ano,titulo,autores,journal,doi,link,motivo_exclusao,resumo_pt
2023,Toward AI-supported US Triage of Women with Palpable Breast Lumps in a Low-Resource Setting.,"Berg, Wendie A, López Aldrete, Ana-Lilia, Jairaj, Ajit, Ledesma Parea, Juan Carlos, García, Claudia Yolanda, McClennan, R Chad, Cen, Steven Yong, Larsen, Linda H, de Lara, M Teresa Soler, Love, Susan","Radiology - Volume 307, Issue 4, pp. e223351-e223351 - published 2023-05-01",10.1148/radiol.223351,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10323289,"O estudo não utiliza mamografia, mas sim ultrassonografia, o que não atende ao foco em câncer de mama por mamografia.","O estudo demonstra que um software de inteligência artificial aplicado a imagens de ultrassonografia pode classificar massas palpáveis da mama em um ambiente de baixo recurso. Avaliou 758 massas em 300 mulheres, com AUCs de 0.91 e 0.95. O desempenho da IA foi melhor com imagens obtidas por radiologistas em comparação com observadores minimamente treinados."
2023,The Clinical Application of Artificial Intelligence Assisted Contrast-Enhanced Ultrasound on BI-RADS Category 4 Breast Lesions.,"Wang, Yuqun, Xu, Zhou, Tang, Lei, Zhang, Qi, Chen, Man","Acad Radiol - Volume 30, Issue 0, pp. S104-S113 - published 2023-04-01",10.1016/j.acra.2023.03.005,https://dx.doi.org/10.1016/j.acra.2023.03.005,"O estudo não atende ao critério de robustez amostral, com apenas 163 lesões analisadas, o que é inferior a 1.000 mamografias.","O estudo propõe um novo método de aprendizado profundo para reduzir falsos positivos em lesões de mama da categoria BI-RADS 4, utilizando ultrassom com contraste e ultrassom convencional. O modelo apresentou uma AUC de 0.910, comparável ao desempenho de especialistas em ultrassom, mas a amostra foi de apenas 163 lesões."
2023,Transfer learning with different modified convolutional neural network models for classifying digital mammograms utilizing Local Dataset.,"Mutar, Mohammed Tareq, Majid, Mustafa, Ibrahim, Mazin Judy, Obaid, Abo-Alhasan Hammed, Alsammarraie, Ahmed Zuhair, Altameemi, Enam, Kareem, Tara Farouk","Gulf J Oncolog - Volume 1, Issue 41, pp. 66-71 - published 2023-02-01",,https://pesquisa.bvsalud.org/portal/resource/pt/mdl-36804161,"O estudo utiliza um dataset local com apenas 383 casos, não atendendo ao critério de robustez amostral.",O estudo avalia o desempenho de diferentes algoritmos de aprendizado de máquina na classificação de mamografias digitais usando um dataset local de 383 casos. O modelo NASNetLarge obteve a maior AUC de 0.8956. O estudo propõe uma estratégia emergente para o uso de IA na mamografia diagnóstica e de rastreamento.
2023,Active Surveillance for Atypical Ductal Hyperplasia and Ductal Carcinoma In Situ.,"Miceli, Rachel, Mercado, Cecilia L, Hernandez, Osvaldo, Chhor, Chloe","J Breast Imaging - Volume 5, Issue 4, pp. 396-415 - published 2023-01-01",10.1093/jbi/wbad026,https://dx.doi.org/10.1093/jbi/wbad026,"O artigo é uma revisão sobre vigilância ativa para hiperplasia ductal atípica e carcinoma ductal in situ, sem foco em Deep Learning aplicado à mamografia e sem validação externa.","O artigo discute a vigilância ativa para hiperplasia ductal atípica e carcinoma ductal in situ, abordando a sobrecarga de tratamento e a necessidade de estratificação de risco. Ele menciona avanços em imagem e inteligência artificial, mas não apresenta um estudo original com dados de mamografia."
2023,An open-access breast lesion ultrasound image database : Applicable in artificial intelligence studies.,"Abbasian Ardakani, Ali, Mohammadi, Afshin, Mirza-Aghazadeh-Attari, Mohammad, Acharya, U Rajendra","Comput Biol Med - Volume 152, Issue 0, pp. 106438-106438 - published 2023-01-01",10.1016/j.compbiomed.2022.106438,https://dx.doi.org/10.1016/j.compbiomed.2022.106438,"O artigo foca exclusivamente em um banco de dados de ultrassonografia e não menciona mamografia, além de não apresentar validação externa.","O artigo apresenta um banco de dados de imagens de ultrassonografia de lesões mamárias, com o objetivo de auxiliar no desenvolvimento de sistemas de diagnóstico auxiliado por computador (CAD). O foco está na importância da inclusão de dados de diferentes populações para melhorar a robustez dos sistemas CAD."
2023,Artificial intelligence assistance for women who had spot compression view: reducing recall rates for digital mammography.,"Lee, Si Eun, Kim, Ga Ram, Yoon, Jung Hyun, Han, Kyunghwa, Son, Won Jeong, Shin, Hye Jung, Moon, Hee Jung","Acta Radiol - Volume 64, Issue 5, pp. 1808-1815 - published 2023-01-01",10.1177/02841851221140556,https://dx.doi.org/10.1177/02841851221140556,"O estudo não possui validação externa, pois utiliza um único conjunto de dados e não menciona validação em coorte clínica real.","O estudo investiga se um algoritmo de inteligência artificial pode reduzir as taxas de recall em mamografias digitais para mulheres que passaram por visualização de compressão pontual. Com 236 exames, os resultados mostraram que a assistência da IA reduziu significativamente as taxas de recall sem comprometer a detecção de câncer."
2022,Breast cancer patient characterisation and visualisation using deep learning and fisher information networks.,"Ortega-Martorell S, Riley P, Olier I, Raidou RG, Casana-Eslava R, Rea M, Shen L, Lisboa PJG, Palmieri C","Scientific reports - Volume 12, Issue 1, pp. 14004 - published 2022-08-17",10.1038/s41598-022-17894-6,https://pubmed.ncbi.nlm.nih.gov/35978031/,"O estudo utiliza exclusivamente o banco de dados CBIS-DDSM, que é um dataset público antigo, sem validação em coorte clínica real.","O estudo propõe uma nova visualização para caracterizar pacientes com câncer de mama usando Redes de Informação de Fisher em características extraídas de mamografias com um modelo de deep learning. A metodologia foi aplicada ao dataset CBIS-DDSM, mas não apresenta validação externa."
2022,Deep learning methods for lesion detection on mammography images: a comparative analysis.,"Ribeiro RF, Gomes-Fonseca J, Torres HR, Oliveira B, Vilhena E, Morais P, Vilaca JL","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference - Volume 2022, Issue , pp. 3526-3529 - published 2022-07-01",10.1109/EMBC48229.2022.9871452,https://pubmed.ncbi.nlm.nih.gov/36086472/,"O estudo utiliza um banco de dados público (CBIS-DDSM) sem validação em coorte clínica real, o que o torna viciado.","O artigo apresenta uma análise comparativa de métodos de Deep Learning para segmentação de lesões em mamografias, utilizando seis arquiteturas em 1692 mamografias de um banco de dados público. Os resultados mostram que MDA-Net e DynUnet se destacaram com altos índices de Dice e precisão. No entanto, não há validação externa."
2022,Deep learning analysis of contrast-enhanced spectral mammography to determine histoprognostic factors of malignant breast tumours.,"Dominique C, Callonnec F, Berghian A, Defta D, Vera P, Modzelewski R, Decazes P","European radiology - Volume 32, Issue 7, pp. 4834-4844 - published 2022-07-01",10.1007/s00330-022-08538-4,https://pubmed.ncbi.nlm.nih.gov/35094119/,"O estudo é mono-cêntrico e não apresenta validação externa, além de ter um número de amostras inferior a 1000 mamografias.","O estudo avaliou um modelo de deep learning para caracterizar cânceres de mama em mamografia espectral com contraste (CESM). Foram analisadas 447 amostras de câncer de mama invasivo, com foco em fatores histoprognósticos como status de receptores hormonais. O modelo apresentou AUCs variando de 0.83 a 0.91 para diferentes análises."
2022,A novel multi-view deep learning approach for BI-RADS and density assessment of mammograms.,"Nguyen HTX, Tran SB, Nguyen DB, Pham HH, Nguyen HQ","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference - Volume 2022, Issue , pp. 2144-2148 - published 2022-07-01",10.1109/EMBC48229.2022.9871564,https://pubmed.ncbi.nlm.nih.gov/36085843/,O estudo utiliza exclusivamente um banco de dados público antigo (DDSM) sem validação em coorte clínica real.,"O artigo propõe uma abordagem de aprendizado profundo multi-view para avaliação de BI-RADS e densidade em mamografias. Utiliza redes neurais convolucionais para extração de características e um classificador LightGBM. Os resultados mostram melhorias significativas em comparação com abordagens de visualização única, mas não há validação externa."
2022,Deep Learning Based Capsule Neural Network Model for Breast Cancer Diagnosis Using Mammogram Images.,"Kavitha T, Mathai PP, Karthikeyan C, Ashok M, Kohar R, Avanija J, Neelakandan S","Interdisciplinary sciences, computational life sciences - Volume 14, Issue 1, pp. 113-129 - published 2022-03-01",10.1007/s12539-021-00467-y,https://pubmed.ncbi.nlm.nih.gov/34338956/,O estudo utiliza exclusivamente bancos de dados públicos antigos (Mini-MIAS e DDSM) sem validação em coorte clínica real.,"O artigo apresenta um modelo de diagnóstico de câncer de mama baseado em uma rede neural de cápsulas, utilizando mamografias digitais. O modelo proposto, OMLTS-DLCN, combina técnicas de filtragem e segmentação para melhorar a detecção de câncer. Os resultados mostram alta precisão, mas o estudo é baseado em conjuntos de dados públicos antigos."
2022,Deep-learning-based projection-domain breast thickness estimation for shape-prior iterative image reconstruction in digital breast tomosynthesis.,"Lee S, Kim H, Lee H, Cho S","Medical physics - Volume 49, Issue 6, pp. 3670-3682 - published 2022-06-01",10.1002/mp.15612,https://pubmed.ncbi.nlm.nih.gov/35297075/,"O estudo não aborda mamografia, mas sim tomossíntese digital, e não apresenta validação externa.","O estudo propõe uma metodologia baseada em deep learning para estimativa da espessura da mama em tomossíntese digital, visando melhorar a reconstrução de imagens. A rede neural convolucional desenvolvida mostrou boa performance na correção da espessura da mama em simulações, mas não se aplica ao diagnóstico de câncer de mama em mamografias."
2022,Multi-Task Fusion for Improving Mammography Screening Data Classification.,"Wimmer M, Sluiter G, Major D, Lenis D, Berg A, Neubauer T, Buhler K","IEEE transactions on medical imaging - Volume 41, Issue 4, pp. 937-950 - published 2022-04-01",10.1109/TMI.2021.3129068,https://pubmed.ncbi.nlm.nih.gov/34788218/,"O estudo utiliza exclusivamente dados públicos antigos (DDSM e CBIS-DDSM) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O artigo propõe uma abordagem de fusão de múltiplas tarefas para melhorar a classificação de dados de mamografia, utilizando um modelo de aprendizado profundo que combina previsões de diferentes tarefas. O estudo reporta uma AUC de 0.962 para a presença de lesões e 0.791 para lesões malignas, mas utiliza apenas dados públicos antigos para treinamento e avaliação."
2022,Deep learning-based breast region extraction of mammographic images combining pre-processing methods and semantic segmentation supported by Deeplab v3.,"Zhou K, Li W, Zhao D","Technology and health care : official journal of the European Society for           Engineering and Medicine - Volume 30, Issue 0, pp. 173-190 - published 2022-01-01",10.3233/THC-228017,https://pubmed.ncbi.nlm.nih.gov/35124595/,"O estudo utiliza exclusivamente o mini-MIAS, que é um banco de dados público antigo, sem validação em coorte clínica real.","O artigo propõe um método baseado em deep learning para a extração da região da mama em imagens mamográficas, utilizando técnicas de pré-processamento e segmentação semântica com o modelo Deeplab v3+. O método foi treinado e avaliado no conjunto de dados mini-MIAS e também no INbreast, mas não atende aos critérios de validação externa."
2022,Deep Learning Capabilities for the Categorization of Microcalcification.,"Kumar Singh K, Kumar S, Antonakakis M, Moirogiorgou K, Deep A, Kashyap KL, Bajpai MK, Zervakis M","International journal of environmental research and public health - Volume 19, Issue 4, pp.  - published 2022-02-14",10.3390/ijerph19042159,https://pubmed.ncbi.nlm.nih.gov/35206347/,O estudo utiliza exclusivamente um banco de dados público antigo (DDSM) sem validação em coorte clínica real.,"O artigo propõe um pipeline automático para a detecção e classificação de microcalcificações em mamografias usando redes neurais convolucionais. O desempenho foi avaliado em um subconjunto do banco de dados DDSM, reportando métricas como sensibilidade, especificidade, acurácia e AUC."
2022,Detection and Weak Segmentation of Masses in Gray-Scale Breast Mammogram Images Using Deep Learning.,"Kim YJ, Kim KG","Yonsei medical journal - Volume 63, Issue 0, pp. S63-S73 - published 2022-01-01",10.3349/ymj.2022.63.S63,https://pubmed.ncbi.nlm.nih.gov/35040607/,"O estudo utiliza um conjunto de dados de apenas 150 casos, o que não atende ao critério de robustez amostral (N > 1000).","O estudo propõe uma metodologia de deep learning para diferenciar lesões mamárias em imagens de mamografia em escala de cinza. Utilizou um conjunto de dados de 150 casos de massas malignas, mas a validação foi feita com um conjunto de dados que mantém uma similaridade estrutural com o de treinamento, o que não é considerado uma validação externa adequada."
2022,A Hybrid Deep Transfer Learning of CNN-Based LR-PCA for Breast Lesion Diagnosis via Medical Breast Mammograms.,"Samee NA, Alhussan AA, Ghoneim VF, Atteia G, Alkanhel R, Al-Antari MA, Kadah YM","Sensors (Basel, Switzerland) - Volume 22, Issue 13, pp.  - published 2022-06-30",10.3390/s22134938,https://pubmed.ncbi.nlm.nih.gov/35808433/,O estudo utiliza exclusivamente bancos de dados públicos antigos (INbreast e mini-MAIS) sem validação em coorte clínica real.,"O artigo apresenta um sistema de diagnóstico auxiliado por computador (CAD) para classificação de lesões mamárias utilizando aprendizado profundo e técnicas de pré-processamento de imagem. O sistema foi testado em dois conjuntos de dados públicos, INbreast e mini-MAIS, alcançando altas taxas de precisão. No entanto, não há validação externa em coortes clínicas reais."
2022,Bilateral Analysis Boosts the Performance of Mammography-based Deep Learning Models in Breast Cancer Risk Prediction.,"Mohamed A, Fakhry S, Basha T","Annual International Conference of the IEEE Engineering in Medicine and Biology           Society. IEEE Engineering in Medicine and Biology Society. Annual International            Conference - Volume 2022, Issue , pp. 1440-1443 - published 2022-07-01",10.1109/EMBC48229.2022.9872011,https://pubmed.ncbi.nlm.nih.gov/36086431/,"O estudo tem uma amostra de apenas 271 pacientes, o que não atende ao critério de robustez amostral.","O estudo investiga como a análise bilateral pode melhorar a previsão de risco de câncer de mama usando uma rede neural siamese. O modelo foi testado em 271 pacientes, apresentando AUCs de 0.75 e 0.70 para o modelo siamese e o modelo CNN tradicional, respectivamente. A fusão dos modelos aumentou a AUC para 0.78."
2022,Breast lesions classifications of mammographic images using a deep convolutional neural network-based approach.,"Mahmood T, Li J, Pei Y, Akhtar F, Rehman MU, Wasti SH","PloS one - Volume 17, Issue 1, pp. e0263126 - published 2022-01-01",10.1371/journal.pone.0263126,https://pubmed.ncbi.nlm.nih.gov/35085352/,O estudo utiliza um banco de dados público (MIAS) e não apresenta validação externa em coorte clínica real.,"O estudo propõe um modelo de rede neural convolucional para classificar lesões mamárias em mamografias, utilizando 322 imagens do banco de dados MIAS e 580 de um conjunto privado. O modelo alcançou uma acurácia de teste de 0,97 e uma AUC de 0,99, mas não possui validação externa."
2022,A generative adversarial network for synthetization of regions of interest based on digital mammograms.,"Oyelade ON, Ezugwu AE, Almutairi MS, Saha AK, Abualigah L, Chiroma H","Scientific reports - Volume 12, Issue 1, pp. 6166 - published 2022-04-13",10.1038/s41598-022-09929-9,https://pubmed.ncbi.nlm.nih.gov/35418566/,"O estudo utiliza exclusivamente um dataset público (MIAS) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O artigo propõe um modelo de rede adversarial generativa (GAN) chamado ROImammoGAN para sintetizar mamografias digitais focadas em regiões de interesse. O modelo visa melhorar a detecção de anomalias em mamografias, mas utiliza apenas o dataset MIAS para avaliação, sem validação externa."
2022,Mammogram classification based on a novel convolutional neural network with efficient channel attention.,"Lou Q, Li Y, Qian Y, Lu F, Ma J","Computers in biology and medicine - Volume 150, Issue , pp. 106082 - published 2022-11-01",10.1016/j.compbiomed.2022.106082,https://pubmed.ncbi.nlm.nih.gov/36195044/,"O estudo utiliza exclusivamente o banco de dados INbreast sem validação em uma coorte clínica real, o que o torna viciado.","O artigo propõe um método de classificação de mamografias baseado em uma rede neural convolucional melhorada com atenção de canal eficiente. O modelo foi testado no banco de dados INbreast, alcançando uma AUC de 0.960 e uma precisão de 0.929. No entanto, o estudo não realiza validação externa, limitando sua aplicabilidade clínica."
2022,Evaluation of physician performance using a concurrent-read artificial intelligence system to support breast ultrasound interpretation.,"Lai, Yi-Chen, Chen, Hong-Hao, Hsu, Jen-Feng, Hong, Yi-Jun, Chiu, Ting-Ting, Chiou, Hong-Jen","Breast - Volume 65, Issue 0, pp. 124-135 - published 2022-08-01",10.1016/j.breast.2022.07.009,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9379669,"O estudo se concentra em ultrassom e não em mamografia, o que não atende ao foco requerido.","O estudo avaliou o desempenho diagnóstico de médicos na interpretação de ultrassonografias mamárias com e sem o auxílio de um sistema de inteligência artificial. Os resultados mostraram que a IA melhorou a performance diagnóstica e reduziu o tempo de interpretação. No entanto, o foco do estudo é em ultrassom, não em mamografia."
2022,Establishment of a deep-learning system to diagnose BI-RADS4a or higher using breast ultrasound for clinical application.,"Hayashida, Tetsu, Odani, Erina, Kikuchi, Masayuki, Nagayama, Aiko, Seki, Tomoko, Takahashi, Maiko, Futatsugi, Noriyuki, Matsumoto, Akiko, Murata, Takeshi, Watanuki, Rurina, Yokoe, Takamichi, Nakashoji, Ayako, Maeda, Hinako, Onishi, Tatsuya, Asaga, Sota, Hojo, Takashi, Jinno, Hiromitsu, Sotome, Keiichi, Matsui, Akira, Suto, Akihiko, Imoto, Shigeru, Kitagawa, Yuko","Cancer Sci - Volume 113, Issue 10, pp. 3528-3534 - published 2022-07-01",10.1111/cas.15511,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9530860,"O estudo utiliza exclusivamente ultrassom e não aborda mamografia, portanto não atende ao foco em câncer de mama com mamografia.","O estudo desenvolveu um sistema de IA para classificar imagens de ultrassom mamário em BI-RADS3 ou inferior e BI-RADS4a ou superior. O sistema foi validado com um conjunto de dados de 4028 imagens e alcançou uma AUC de 0.95, mostrando-se superior à performance de clínicos. No entanto, o foco do estudo é em ultrassom, não em mamografia."
2022,"Artificial intelligence, BI-RADS evaluation and morphometry: A novel combination to diagnose breast cancer using ultrasonography, results from multi-center cohorts.","Hamyoon, Hessam, Yee Chan, Wai, Mohammadi, Afshin, Yusuf Kuzan, Taha, Mirza-Aghazadeh-Attari, Mohammad, Leong, Wai Ling, Murzoglu Altintoprak, Kübra, Vijayananthan, Anushya, Rahmat, Kartini, Ab Mumin, Nazimah, Sam Leong, Sook, Ejtehadifar, Sajjad, Faeghi, Fariborz, Abolghasemi, Jamileh, Ciaccio, Edward J, Rajendra Acharya, U, Abbasian Ardakani, Ali","Eur J Radiol - Volume 157, Issue 0, pp. 110591-110591 - published 2022-11-01",10.1016/j.ejrad.2022.110591,https://dx.doi.org/10.1016/j.ejrad.2022.110591,"O estudo utiliza exclusivamente dados de ultrassonografia e não menciona mamografia, portanto não atende ao critério de foco em câncer de mama com mamografia.","O estudo desenvolveu e validou um modelo de aprendizado de máquina para classificar lesões mamárias em imagens de ultrassonografia, utilizando três coortes de dados de diferentes países. O modelo alcançou uma AUC de 0.885, superando o desempenho de radiologistas. No entanto, não se concentra em mamografia, que é o foco requerido."
2022,Artificial intelligence diagnosis based on breast ultrasound imaging.,"Lan, Zihan, Peng, Yulan","Zhong Nan Da Xue Xue Bao Yi Xue Ban - Volume 47, Issue 8, pp. 1009-1015 - published 2022-09-01",10.11817/j.issn.1672-7347.2022.220110,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10950100,"O artigo foca exclusivamente em ultrassom e não menciona mamografia, além de não apresentar validação externa.","O artigo discute o desenvolvimento de tecnologias de diagnóstico por inteligência artificial baseadas em ultrassom para câncer de mama, abordando desafios técnicos e éticos, mas não inclui mamografia em sua análise."
2022,"Possible strategies for use of artificial intelligence in screen-reading of mammograms, based on retrospective data from 122,969 screening examinations.","Larsen, Marthe, Aglen, Camilla F, Hoff, Solveig R, Lund-Hanssen, Håkon, Hofvind, Solveig","Eur Radiol - Volume 32, Issue 12, pp. 8238-8246 - published 2022-06-01",10.1007/s00330-022-08909-x,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9705475,"O estudo não possui validação externa, pois utiliza dados retrospectivos de um único banco de dados sem validação em coorte clínica real.","O estudo explora diferentes cenários de combinação de inteligência artificial e radiologistas na leitura de mamografias, utilizando dados retrospectivos de 122.969 exames. Os resultados indicam que a IA pode reduzir o volume de leituras sem afetar substancialmente a detecção de câncer, mas não há validação externa dos resultados."
2022,AI-CAD for differentiating lesions presenting as calcifications only on mammography: outcome analysis incorporating the ACR BI-RADS descriptors for calcifications.,"Yoon, Jiyoung, Lee, Hye Sun, Kim, Min Jung, Park, Vivian Youngjean, Kim, Eun-Kyung, Yoon, Jung Hyun","Eur Radiol - Volume 32, Issue 10, pp. 6565-6574 - published 2022-06-01",10.1007/s00330-022-08961-7,https://dx.doi.org/10.1007/s00330-022-08961-7,"O estudo não possui validação externa, pois utiliza um único conjunto de dados e não menciona validação em coorte clínica real.","O estudo avaliou como a IA-CAD triage calcificações em mamografias e comparou seu desempenho com um radiologista experiente. Foram analisadas 535 lesões em 500 mulheres, com 40,2% das calcificações sendo malignas. A IA-CAD mostrou desempenho semelhante ao radiologista, mas não há validação externa."
2022,Editorial Comment: Artificial Intelligence in Mammography-Our New Reality.,"Khanani, Sadia","AJR Am J Roentgenol - Volume 219, Issue 3, pp. 381-381 - published 2022-01-01",10.2214/AJR.22.27345,https://dx.doi.org/10.2214/AJR.22.27345,O artigo é um editorial e não apresenta dados de pesquisa originais ou resultados clínicos.,"O artigo é um comentário editorial sobre a realidade da inteligência artificial na mamografia, sem dados de pesquisa ou resultados clínicos."
2022,Artificial intelligence breast ultrasound and handheld ultrasound in the BI-RADS categorization of breast lesions: A pilot head to head comparison study in screening program.,"Huang, Xiaoxi, Qiu, Youhui, Bao, Fangfang, Wang, Juanhua, Lin, Caifeng, Lin, Yan, Wu, Jianhang, Yang, Haomin","Front Public Health - Volume 10, Issue 0, pp. 1098639-1098639 - published 2022-01-01",10.3389/fpubh.2022.1098639,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9889643,"O estudo não utiliza mamografia, mas sim ultrassom, o que não atende aos critérios de inclusão.","Este estudo piloto comparou a eficácia de um sistema de diagnóstico por ultrassom de mama assistido por inteligência artificial (AIBUS) com o ultrassom manual (HHUS) na categorização BI-RADS de lesões mamárias. Com 344 participantes, os resultados mostraram que o AIBUS teve uma taxa de detecção de nódulos mamários superior ao HHUS. No entanto, o estudo não se concentra em mamografia."
2022,Diagnostic Performance of an Artificial Intelligence System in Breast Ultrasound.,"O'Connell, Avice M, Bartolotta, Tommaso V, Orlando, Alessia, Jung, Sin-Ho, Baek, Jihye, Parker, Kevin J","J Ultrasound Med - Volume 41, Issue 1, pp. 97-105 - published 2022-01-01",10.1002/jum.15684,https://dx.doi.org/10.1002/jum.15684,"O estudo foca exclusivamente em ultrassom e não em mamografia, violando o critério 2.6.","O estudo avaliou o desempenho de um sistema de inteligência artificial na leitura de ultrassonografias mamárias, comparando os resultados com os de radiologistas. Um total de 299 imagens foram analisadas, e a IA apresentou sensibilidade e especificidade acima de 0,8, mostrando concordância com os radiologistas."
2021,Deep-Learning-Driven Full-Waveform Inversion for Ultrasound Breast Imaging.,"Robins T, Camacho J, Agudo OC, Herraiz JL, Guasch L","Sensors (Basel, Switzerland) - Volume 21, Issue 13, pp.  - published 2021-07-03",10.3390/s21134570,https://pubmed.ncbi.nlm.nih.gov/34283105/,"O artigo foca exclusivamente em ultrassom e não em mamografia, violando o critério de inclusão relacionado a modalidades sem mamografia.","O estudo apresenta uma abordagem de inversão de forma de onda total (FWI) para melhorar a imagem de ultrassom da mama, utilizando uma rede neural convolucional para gerar frequências baixas ausentes nos dados de tomografia ultrassonográfica. Os resultados mostram que as reconstruções FWI convergiram com sucesso, mas o foco é em ultrassom, não em mamografia."
2021,Artificial intelligence system reduces false-positive findings in the interpretation of breast ultrasound exams.,"Shen Y, Shamout FE, Oliver JR, Witowski J, Kannan K, Park J, Wu N, Huddleston C, Wolfson S, Millet A, Ehrenpreis R, Awal D, Tyma C, Samreen N, Gao Y, Chhor C, Gandhi S, Lee C, Kumari-Subaiya S, Leonard C, Mohammed R, Moczulski C, Altabet J, Babb J, Lewin A, Reig B, Moy L, Heacock L, Geras KJ","Nature communications - Volume 12, Issue 1, pp. 5645 - published 2021-09-24",10.1038/s41467-021-26023-2,https://pubmed.ncbi.nlm.nih.gov/34561440/,"O estudo é focado em ultrassom e não em mamografia, o que não atende ao critério de foco diagnóstico.","O estudo apresenta um sistema de IA que melhora a precisão na interpretação de exames de ultrassom mamário, reduzindo as taxas de falsos positivos. O sistema foi desenvolvido com 288.767 exames e alcançou uma AUC de 0,976. A IA ajudou os radiologistas a diminuir as taxas de falsos positivos em 37,3%."
2021,A tree-based multiclassification of breast tumor histopathology images through deep learning.,"Murtaza G, Abdul Wahab AW, Raza G, Shuib L","Computerized medical imaging and graphics : the official journal of the           Computerized Medical Imaging Society - Volume 89, Issue , pp. 101870 - published 2021-04-01",10.1016/j.compmedimag.2021.101870,https://pubmed.ncbi.nlm.nih.gov/33545489/,"O estudo não utiliza mamografia, focando apenas em imagens de histopatologia, o que não atende aos critérios de inclusão.","O artigo propõe um modelo de classificação multiclassificação de tumores de mama utilizando imagens de histopatologia por meio de deep learning. O modelo é pré-treinado no conjunto de dados BreakHis e visa melhorar a precisão da classificação, alcançando uma acurácia entre 87,50% e 100% para quatro subtipos de tumor. No entanto, não aborda mamografias, que são o foco requerido."
2021,External Validation of a Deep Learning Model for Predicting Mammographic Breast Density in Routine Clinical Practice.,"Dontchos BN, Yala A, Barzilay R, Xiang J, Lehman CD","Academic radiology - Volume 28, Issue 4, pp. 475-480 - published 2021-04-01",10.1016/j.acra.2019.12.012,https://pubmed.ncbi.nlm.nih.gov/32089465/,"O estudo não apresenta validação externa independente, pois foi realizado na mesma prática onde o modelo foi desenvolvido.","O estudo avaliou a aceitação clínica de um modelo de aprendizado profundo para prever a densidade mamográfica em uma prática de imagem mamária. O modelo foi implementado em uma prática acadêmica e validado com 2174 mamografias, mostrando alta aceitação entre radiologistas. No entanto, não houve validação externa em um banco de dados diferente."
2021,A hybrid deep learning model for breast cancer diagnosis based on transfer learning and pulse-coupled neural networks.,Altaf MM,"Mathematical biosciences and engineering : MBE - Volume 18, Issue 5, pp. 5029-5046 - published 2021-06-07",10.3934/mbe.2021256,https://pubmed.ncbi.nlm.nih.gov/34517476/,"O estudo utiliza exclusivamente bancos de dados públicos antigos (DDMS, INbreast, BCDR) sem validação em coorte clínica real, o que não atende aos critérios de inclusão.","O artigo propõe um modelo híbrido de aprendizado profundo para diagnóstico de câncer de mama, utilizando redes neurais acopladas por pulso e CNNs. O modelo foi testado em conjuntos de dados públicos, alcançando altas taxas de precisão, mas não apresenta validação externa em coorte clínica."
2021,Prospective assessment of breast cancer risk from multimodal multiview ultrasound images via clinically applicable deep learning.,"Qian X, Pei J, Zheng H, Xie X, Yan L, Zhang H, Han C, Gao X, Zhang H, Zheng W, Sun Q, Lu L, Shung KK","Nature biomedical engineering - Volume 5, Issue 6, pp. 522-532 - published 2021-06-01",10.1038/s41551-021-00711-2,https://pubmed.ncbi.nlm.nih.gov/33875840/,"O estudo é focado exclusivamente em ultrassom e não menciona mamografia, portanto não atende ao critério de foco em câncer de mama com mamografia.","O estudo avalia um sistema de deep learning para prever o risco de câncer de mama a partir de imagens de ultrassom multimodal. O modelo foi treinado em 10.815 imagens e testado prospectivamente em 912 imagens adicionais, alcançando AUCs de 0.922 e 0.955. No entanto, não envolve mamografia."
2021,Breast Mass Classification Using Diverse Contextual Information and Convolutional Neural Network.,"Busaleh M, Hussain M, Aboalsamh HA, Amin FE","Biosensors - Volume 11, Issue 11, pp.  - published 2021-10-26",10.3390/bios11110419,https://pubmed.ncbi.nlm.nih.gov/34821634/,"O estudo utiliza exclusivamente o banco de dados CBIS-DDSM, que é um dataset público antigo, sem validação em coorte clínica real.","O artigo apresenta um sistema assistido por computador para classificar massas mamárias como benignas ou malignas, utilizando um modelo ResNet-50 e SVM. O sistema foi avaliado no dataset CBIS-DDSM, alcançando alta sensibilidade e especificidade. No entanto, não há validação externa em coorte clínica real."
